team,season,Pos_Bucket,Cap_Millions,qb_epa_per_dropback,rb_epa_per_carry,wrte_yards_per_target,ol_sack_rate
ARI,2024,RB,15.423257,0.11261142967317185,0.046898332672685714,7.378585086042065,0.05235602094240838
ARI,2024,WRTE,18.894418,0.11261142967317185,0.046898332672685714,7.378585086042065,0.05235602094240838
ATL,2014,DEF,45.006263,0.11028016710006497,-0.12350536624006608,7.637239165329053,0.04675716440422323
ATL,2014,OL,26.480666,0.11028016710006497,-0.12350536624006608,7.637239165329053,0.04675716440422323
ATL,2014,QB,18.576474,0.11028016710006497,-0.12350536624006608,7.637239165329053,0.04675716440422323
ATL,2014,RB,6.980028,0.11028016710006497,-0.12350536624006608,7.637239165329053,0.04675716440422323
ATL,2014,WRTE,19.213534,0.11028016710006497,-0.12350536624006608,7.637239165329053,0.04675716440422323
ATL,2015,DEF,44.245812,0.11079393954091717,-0.17391621609621707,7.458670988654781,0.04900459418070444
ATL,2015,OL,15.191609,0.11079393954091717,-0.17391621609621707,7.458670988654781,0.04900459418070444
ATL,2015,QB,20.208674,0.11079393954091717,-0.17391621609621707,7.458670988654781,0.04900459418070444
ATL,2015,RB,2.08675,0.11079393954091717,-0.17391621609621707,7.458670988654781,0.04900459418070444
ATL,2015,WRTE,26.787725,0.11079393954091717,-0.17391621609621707,7.458670988654781,0.04900459418070444
ATL,2016,DEF,46.686387,0.3005120793651556,1.1335143963954526e-05,9.358490566037736,0.06445993031358885
ATL,2016,OL,21.046268,0.3005120793651556,1.1335143963954526e-05,9.358490566037736,0.06445993031358885
ATL,2016,QB,25.6311,0.3005120793651556,1.1335143963954526e-05,9.358490566037736,0.06445993031358885
ATL,2016,RB,1.852741,0.3005120793651556,1.1335143963954526e-05,9.358490566037736,0.06445993031358885
ATL,2016,WRTE,27.432816,0.3005120793651556,1.1335143963954526e-05,9.358490566037736,0.06445993031358885
ATL,2017,DEF,60.170197,0.13508544494629146,-0.09270875694677988,8.019342359767892,0.04332129963898917
ATL,2017,OL,25.953036,0.13508544494629146,-0.09270875694677988,8.019342359767892,0.04332129963898917
ATL,2017,QB,27.4228,0.13508544494629146,-0.09270875694677988,8.019342359767892,0.04332129963898917
ATL,2017,RB,5.928217,0.13508544494629146,-0.09270875694677988,8.019342359767892,0.04332129963898917
ATL,2017,WRTE,32.122817,0.13508544494629146,-0.09270875694677988,8.019342359767892,0.04332129963898917
ATL,2018,DEF,62.505177,0.1810012566218362,-0.09397746029441326,8.193708609271523,0.0637329286798179
ATL,2018,OL,40.262172,0.1810012566218362,-0.09397746029441326,8.193708609271523,0.0637329286798179
ATL,2018,QB,22.3292,0.1810012566218362,-0.09397746029441326,8.193708609271523,0.0637329286798179
ATL,2018,RB,7.325063,0.1810012566218362,-0.09397746029441326,8.193708609271523,0.0637329286798179
ATL,2018,WRTE,26.865401,0.1810012566218362,-0.09397746029441326,8.193708609271523,0.0637329286798179
ATL,2019,DEF,76.277258,0.05793383352070598,-0.10991752073007306,7.708396946564886,0.0681198910081744
ATL,2019,OL,36.609416,0.05793383352070598,-0.10991752073007306,7.708396946564886,0.0681198910081744
ATL,2019,QB,18.063,0.05793383352070598,-0.10991752073007306,7.708396946564886,0.0681198910081744
ATL,2019,RB,9.484109,0.05793383352070598,-0.10991752073007306,7.708396946564886,0.0681198910081744
ATL,2019,WRTE,20.591111,0.05793383352070598,-0.10991752073007306,7.708396946564886,0.0681198910081744
ATL,2020,DEF,70.312555,0.10419460844629153,-0.10276991579436306,7.636363636363637,0.061285500747384154
ATL,2020,OL,35.991007,0.10419460844629153,-0.10276991579436306,7.636363636363637,0.061285500747384154
ATL,2020,QB,21.507782,0.10419460844629153,-0.10276991579436306,7.636363636363637,0.061285500747384154
ATL,2020,RB,9.372815,0.10419460844629153,-0.10276991579436306,7.636363636363637,0.061285500747384154
ATL,2020,WRTE,29.932772,0.10419460844629153,-0.10276991579436306,7.636363636363637,0.061285500747384154
ATL,2021,DEF,67.024657,-0.027429393996624064,-0.1654529773093452,7.196750902527076,0.06525285481239804
ATL,2021,OL,28.356946,-0.027429393996624064,-0.1654529773093452,7.196750902527076,0.06525285481239804
ATL,2021,QB,29.429,-0.027429393996624064,-0.1654529773093452,7.196750902527076,0.06525285481239804
ATL,2021,RB,3.371749,-0.027429393996624064,-0.1654529773093452,7.196750902527076,0.06525285481239804
ATL,2021,WRTE,22.994828,-0.027429393996624064,-0.1654529773093452,7.196750902527076,0.06525285481239804
ATL,2022,DEF,47.600046,0.028090338865941207,0.01907596538593724,7.3175,0.08185840707964602
ATL,2022,OL,32.848444,0.028090338865941207,0.01907596538593724,7.3175,0.08185840707964602
ATL,2022,QB,6.303695,0.028090338865941207,0.01907596538593724,7.3175,0.08185840707964602
ATL,2022,RB,4.89451,0.028090338865941207,0.01907596538593724,7.3175,0.08185840707964602
ATL,2022,WRTE,20.213986,0.028090338865941207,0.01907596538593724,7.3175,0.08185840707964602
ATL,2023,DEF,88.858637,-0.07540598445859824,-0.1231801413915079,7.431102362204724,0.07017543859649122
ATL,2023,OL,51.051501,-0.07540598445859824,-0.1231801413915079,7.431102362204724,0.07017543859649122
ATL,2023,QB,8.433855,-0.07540598445859824,-0.1231801413915079,7.431102362204724,0.07017543859649122
ATL,2023,RB,11.637972,-0.07540598445859824,-0.1231801413915079,7.431102362204724,0.07017543859649122
ATL,2023,WRTE,28.684681,-0.07540598445859824,-0.1231801413915079,7.431102362204724,0.07017543859649122
ATL,2024,DEF,103.493646,0.058065459860371024,0.0002594236133709193,7.946196660482375,0.05414551607445008
ATL,2024,OL,53.973902,0.058065459860371024,0.0002594236133709193,7.946196660482375,0.05414551607445008
ATL,2024,QB,29.487879,0.058065459860371024,0.0002594236133709193,7.946196660482375,0.05414551607445008
ATL,2024,RB,8.184625,0.058065459860371024,0.0002594236133709193,7.946196660482375,0.05414551607445008
ATL,2024,WRTE,33.918643,0.058065459860371024,0.0002594236133709193,7.946196660482375,0.05414551607445008
BAL,2014,DEF,58.063611,0.12626099983944608,-0.05750835075906174,7.367837338262477,0.03315881326352531
BAL,2014,OL,17.657641,0.12626099983944608,-0.05750835075906174,7.367837338262477,0.03315881326352531
BAL,2014,QB,15.578427,0.12626099983944608,-0.05750835075906174,7.367837338262477,0.03315881326352531
BAL,2014,RB,1.891185,0.12626099983944608,-0.05750835075906174,7.367837338262477,0.03315881326352531
BAL,2014,WRTE,11.893172,0.12626099983944608,-0.05750835075906174,7.367837338262477,0.03315881326352531
BAL,2015,DEF,53.107002,-0.026640367697740648,-0.14324424854131132,6.660179640718563,0.03428571428571429
BAL,2015,OL,20.756704,-0.026640367697740648,-0.14324424854131132,6.660179640718563,0.03428571428571429
BAL,2015,QB,16.944412,-0.026640367697740648,-0.14324424854131132,6.660179640718563,0.03428571428571429
BAL,2015,RB,2.913788,-0.026640367697740648,-0.14324424854131132,6.660179640718563,0.03428571428571429
BAL,2015,WRTE,18.735026,-0.026640367697740648,-0.14324424854131132,6.660179640718563,0.03428571428571429
BAL,2016,DEF,61.123324,-0.04391255465102293,-0.06755633530602442,6.530827067669173,0.046348314606741575
BAL,2016,OL,18.007403,-0.04391255465102293,-0.06755633530602442,6.530827067669173,0.046348314606741575
BAL,2016,QB,24.0569,-0.04391255465102293,-0.06755633530602442,6.530827067669173,0.046348314606741575
BAL,2016,RB,2.492212,-0.04391255465102293,-0.06755633530602442,6.530827067669173,0.046348314606741575
BAL,2016,WRTE,22.18033,-0.04391255465102293,-0.06755633530602442,6.530827067669173,0.046348314606741575
BAL,2017,DEF,52.41569,-0.0736118580434927,-0.07024784604817871,5.766488413547237,0.045454545454545456
BAL,2017,OL,23.346656,-0.0736118580434927,-0.07024784604817871,5.766488413547237,0.045454545454545456
BAL,2017,QB,26.742,-0.0736118580434927,-0.07024784604817871,5.766488413547237,0.045454545454545456
BAL,2017,RB,5.270289,-0.0736118580434927,-0.07024784604817871,5.766488413547237,0.045454545454545456
BAL,2017,WRTE,21.606011,-0.0736118580434927,-0.07024784604817871,5.766488413547237,0.045454545454545456
BAL,2018,DEF,75.648935,0.02497106118634846,-0.00647545310329106,6.879406307977736,0.05442176870748299
BAL,2018,OL,21.740115,0.02497106118634846,-0.00647545310329106,6.879406307977736,0.05442176870748299
BAL,2018,QB,27.572118,0.02497106118634846,-0.00647545310329106,6.879406307977736,0.05442176870748299
BAL,2018,RB,3.363334,0.02497106118634846,-0.00647545310329106,6.879406307977736,0.05442176870748299
BAL,2018,WRTE,17.64976,0.02497106118634846,-0.00647545310329106,6.879406307977736,0.05442176870748299
BAL,2019,DEF,93.529837,0.30142996178952003,0.1098819381711575,7.900943396226415,0.05982905982905983
BAL,2019,OL,24.600941,0.30142996178952003,0.1098819381711575,7.900943396226415,0.05982905982905983
BAL,2019,QB,4.18782,0.30142996178952003,0.1098819381711575,7.900943396226415,0.05982905982905983
BAL,2019,RB,4.647747,0.30142996178952003,0.1098819381711575,7.900943396226415,0.05982905982905983
BAL,2019,WRTE,19.216227,0.30142996178952003,0.1098819381711575,7.900943396226415,0.05982905982905983
BAL,2020,DEF,103.030523,0.08918617451140985,0.12418755935697579,7.446428571428571,0.0730593607305936
BAL,2020,OL,21.116613,0.08918617451140985,0.12418755935697579,7.446428571428571,0.0730593607305936
BAL,2020,QB,5.966788,0.08918617451140985,0.12418755935697579,7.446428571428571,0.0730593607305936
BAL,2020,RB,8.155745,0.08918617451140985,0.12418755935697579,7.446428571428571,0.0730593607305936
BAL,2020,WRTE,21.183791,0.08918617451140985,0.12418755935697579,7.446428571428571,0.0730593607305936
BAL,2021,DEF,90.073466,-0.00110479887876569,0.02034481333721958,7.219966159052453,0.08532934131736528
BAL,2021,OL,26.461996,-0.00110479887876569,0.02034481333721958,7.219966159052453,0.08532934131736528
BAL,2021,QB,4.028597,-0.00110479887876569,0.02034481333721958,7.219966159052453,0.08532934131736528
BAL,2021,RB,7.300004,-0.00110479887876569,0.02034481333721958,7.219966159052453,0.08532934131736528
BAL,2021,WRTE,24.923302,-0.00110479887876569,0.02034481333721958,7.219966159052453,0.08532934131736528
BAL,2022,DEF,78.094652,-0.03269602108082089,0.06219344278527803,6.886021505376344,0.07224334600760456
BAL,2022,OL,38.678276,-0.03269602108082089,0.06219344278527803,6.886021505376344,0.07224334600760456
BAL,2022,QB,24.100655,-0.03269602108082089,0.06219344278527803,6.886021505376344,0.07224334600760456
BAL,2022,RB,8.179654,-0.03269602108082089,0.06219344278527803,6.886021505376344,0.07224334600760456
BAL,2022,WRTE,19.923897,-0.03269602108082089,0.06219344278527803,6.886021505376344,0.07224334600760456
BAL,2023,DEF,77.026867,0.11751783757967658,0.012580754235847036,8.153361344537815,0.07663551401869159
BAL,2023,OL,49.466132,0.11751783757967658,0.012580754235847036,8.153361344537815,0.07663551401869159
BAL,2023,QB,25.727,0.11751783757967658,0.012580754235847036,8.153361344537815,0.07663551401869159
BAL,2023,RB,7.188004,0.11751783757967658,0.012580754235847036,8.153361344537815,0.07663551401869159
BAL,2023,WRTE,34.303948,0.11751783757967658,0.012580754235847036,8.153361344537815,0.07663551401869159
BAL,2024,DEF,104.876161,0.34025723781447886,0.0908788135983092,9.166301969365426,0.04790419161676647
BAL,2024,OL,35.017649,0.34025723781447886,0.0908788135983092,9.166301969365426,0.04790419161676647
BAL,2024,QB,34.0025,0.34025723781447886,0.0908788135983092,9.166301969365426,0.04790419161676647
BAL,2024,RB,9.729856,0.34025723781447886,0.0908788135983092,9.166301969365426,0.04790419161676647
BAL,2024,WRTE,33.35554,0.34025723781447886,0.0908788135983092,9.166301969365426,0.04790419161676647
BUF,2014,DEF,69.766753,-0.0108578472462238,-0.14481725788812086,6.741258741258742,0.06310679611650485
BUF,2014,OL,19.208595,-0.0108578472462238,-0.14481725788812086,6.741258741258742,0.06310679611650485
BUF,2014,QB,6.126486,-0.0108578472462238,-0.14481725788812086,6.741258741258742,0.06310679611650485
BUF,2014,RB,11.520979,-0.0108578472462238,-0.14481725788812086,6.741258741258742,0.06310679611650485
BUF,2014,WRTE,9.95524,-0.0108578472462238,-0.14481725788812086,6.741258741258742,0.06310679611650485
BUF,2015,DEF,73.960487,0.08586199231826218,0.01592636501596867,7.792207792207792,0.08284023668639054
BUF,2015,OL,15.086305,0.08586199231826218,0.01592636501596867,7.792207792207792,0.08284023668639054
BUF,2015,QB,3.732738,0.08586199231826218,0.01592636501596867,7.792207792207792,0.08284023668639054
BUF,2015,RB,7.707163,0.08586199231826218,0.01592636501596867,7.792207792207792,0.08284023668639054
BUF,2015,WRTE,18.516809,0.08586199231826218,0.01592636501596867,7.792207792207792,0.08284023668639054
BUF,2016,DEF,68.021543,0.0387794568074194,0.08897849857362705,7.080610021786493,0.08846153846153847
BUF,2016,OL,19.315114,0.0387794568074194,0.08897849857362705,7.080610021786493,0.08846153846153847
BUF,2016,QB,10.286322,0.0387794568074194,0.08897849857362705,7.080610021786493,0.08846153846153847
BUF,2016,RB,10.305929,0.0387794568074194,0.08897849857362705,7.080610021786493,0.08846153846153847
BUF,2016,WRTE,20.966209,0.0387794568074194,0.08897849857362705,7.080610021786493,0.08846153846153847
BUF,2017,DEF,44.609881,-0.05416314422887938,-0.07175943182578357,6.549145299145299,0.09003831417624521
BUF,2017,OL,35.796366,-0.05416314422887938,-0.07175943182578357,6.549145299145299,0.09003831417624521
BUF,2017,QB,10.238211,-0.05416314422887938,-0.07175943182578357,6.549145299145299,0.09003831417624521
BUF,2017,RB,11.190118,-0.05416314422887938,-0.07175943182578357,6.549145299145299,0.09003831417624521
BUF,2017,WRTE,17.964768,-0.05416314422887938,-0.07175943182578357,6.549145299145299,0.09003831417624521
BUF,2018,DEF,61.202359,-0.20662058916038742,-0.06033225639926426,6.37160751565762,0.07606679035250463
BUF,2018,OL,13.535618,-0.20662058916038742,-0.06033225639926426,6.37160751565762,0.07606679035250463
BUF,2018,QB,4.972932,-0.20662058916038742,-0.06033225639926426,6.37160751565762,0.07606679035250463
BUF,2018,RB,12.700103,-0.20662058916038742,-0.06033225639926426,6.37160751565762,0.07606679035250463
BUF,2018,WRTE,13.361006,-0.20662058916038742,-0.06033225639926426,6.37160751565762,0.07606679035250463
BUF,2019,DEF,78.780203,-0.03478198655962752,-0.03881751677404398,7.167010309278351,0.07233273056057866
BUF,2019,OL,31.194376,-0.03478198655962752,-0.03881751677404398,7.167010309278351,0.07233273056057866
BUF,2019,QB,6.713826,-0.03478198655962752,-0.03881751677404398,7.167010309278351,0.07233273056057866
BUF,2019,RB,4.562191,-0.03478198655962752,-0.03881751677404398,7.167010309278351,0.07233273056057866
BUF,2019,WRTE,28.984462,-0.03478198655962752,-0.03881751677404398,7.167010309278351,0.07233273056057866
BUF,2020,DEF,106.777872,0.2847098651368128,-0.05145493004602073,8.367132867132867,0.04333868378812199
BUF,2020,OL,38.64413,0.2847098651368128,-0.05145493004602073,8.367132867132867,0.04333868378812199
BUF,2020,QB,8.756449,0.2847098651368128,-0.05145493004602073,8.367132867132867,0.04333868378812199
BUF,2020,RB,5.465493,0.2847098651368128,-0.05145493004602073,8.367132867132867,0.04333868378812199
BUF,2020,WRTE,43.845965,0.2847098651368128,-0.05145493004602073,8.367132867132867,0.04333868378812199
BUF,2021,DEF,95.348994,0.11447332221948163,0.0659824822936102,7.142857142857143,0.039589442815249266
BUF,2021,OL,36.239851,0.11447332221948163,0.0659824822936102,7.142857142857143,0.039589442815249266
BUF,2021,QB,12.943981,0.11447332221948163,0.0659824822936102,7.142857142857143,0.039589442815249266
BUF,2021,RB,4.749059,0.11447332221948163,0.0659824822936102,7.142857142857143,0.039589442815249266
BUF,2021,WRTE,24.492891,0.11447332221948163,0.0659824822936102,7.142857142857143,0.039589442815249266
BUF,2022,DEF,97.091071,0.15804967369431466,0.02879959024812945,7.787658802177859,0.054365733113673806
BUF,2022,OL,29.350967,0.15804967369431466,0.02879959024812945,7.787658802177859,0.054365733113673806
BUF,2022,QB,20.230481,0.15804967369431466,0.02879959024812945,7.787658802177859,0.054365733113673806
BUF,2022,RB,7.299886,0.15804967369431466,0.02879959024812945,7.787658802177859,0.054365733113673806
BUF,2022,WRTE,23.484337,0.15804967369431466,0.02879959024812945,7.787658802177859,0.054365733113673806
BUF,2023,DEF,110.679353,0.1520610252399791,0.06680194720690154,7.900917431192661,0.03980099502487562
BUF,2023,OL,36.560924,0.1520610252399791,0.06680194720690154,7.900917431192661,0.03980099502487562
BUF,2023,QB,19.944781,0.1520610252399791,0.06680194720690154,7.900917431192661,0.03980099502487562
BUF,2023,RB,6.38788,0.1520610252399791,0.06680194720690154,7.900917431192661,0.03980099502487562
BUF,2023,WRTE,36.128053,0.1520610252399791,0.06680194720690154,7.900917431192661,0.03980099502487562
BUF,2024,DEF,84.936402,0.24844890775154102,0.09801481997091074,7.955555555555556,0.026217228464419477
BUF,2024,OL,27.472499,0.24844890775154102,0.09801481997091074,7.955555555555556,0.026217228464419477
BUF,2024,QB,32.971003,0.24844890775154102,0.09801481997091074,7.955555555555556,0.026217228464419477
BUF,2024,RB,3.973027,0.24844890775154102,0.09801481997091074,7.955555555555556,0.026217228464419477
BUF,2024,WRTE,22.539784,0.24844890775154102,0.09801481997091074,7.955555555555556,0.026217228464419477
CAR,2014,DEF,49.285386,0.02431257628662352,-0.06152518442569492,7.088888888888889,0.07155025553662692
CAR,2014,OL,16.431582,0.02431257628662352,-0.06152518442569492,7.088888888888889,0.07155025553662692
CAR,2014,QB,8.743113,0.02431257628662352,-0.06152518442569492,7.088888888888889,0.07155025553662692
CAR,2014,RB,11.8917,0.02431257628662352,-0.06152518442569492,7.088888888888889,0.07155025553662692
CAR,2014,WRTE,13.4354,0.02431257628662352,-0.06152518442569492,7.088888888888889,0.07155025553662692
CAR,2015,DEF,58.3171,0.16079793989737592,0.01315427103353375,7.840080971659919,0.06179775280898876
CAR,2015,OL,21.230527,0.16079793989737592,0.01315427103353375,7.840080971659919,0.06179775280898876
CAR,2015,QB,15.429,0.16079793989737592,0.01315427103353375,7.840080971659919,0.06179775280898876
CAR,2015,RB,9.847396,0.16079793989737592,0.01315427103353375,7.840080971659919,0.06179775280898876
CAR,2015,WRTE,16.603368,0.16079793989737592,0.01315427103353375,7.840080971659919,0.06179775280898876
CAR,2016,DEF,43.449965,-0.04471686291673159,-0.06922826794526026,7.1645569620253164,0.06010016694490818
CAR,2016,OL,25.130242,-0.04471686291673159,-0.06922826794526026,7.1645569620253164,0.06010016694490818
CAR,2016,QB,21.45,-0.04471686291673159,-0.06922826794526026,7.1645569620253164,0.06010016694490818
CAR,2016,RB,10.958863,-0.04471686291673159,-0.06922826794526026,7.1645569620253164,0.06010016694490818
CAR,2016,WRTE,16.570535,-0.04471686291673159,-0.06922826794526026,7.1645569620253164,0.06010016694490818
CAR,2017,DEF,76.444787,-0.020934745247886855,-0.0772762994251841,6.745934959349594,0.06529850746268656
CAR,2017,OL,22.836833,-0.020934745247886855,-0.0772762994251841,6.745934959349594,0.06529850746268656
CAR,2017,QB,22.710632,-0.020934745247886855,-0.0772762994251841,6.745934959349594,0.06529850746268656
CAR,2017,RB,11.316345,-0.020934745247886855,-0.0772762994251841,6.745934959349594,0.06529850746268656
CAR,2017,WRTE,23.455033,-0.020934745247886855,-0.0772762994251841,6.745934959349594,0.06529850746268656
CAR,2018,DEF,78.214868,0.05788316021366489,0.06190011142047174,7.483455882352941,0.05378151260504202
CAR,2018,OL,32.444025,0.05788316021366489,0.06190011142047174,7.483455882352941,0.05378151260504202
CAR,2018,QB,22.245471,0.05788316021366489,0.06190011142047174,7.483455882352941,0.05378151260504202
CAR,2018,RB,6.826065,0.05788316021366489,0.06190011142047174,7.483455882352941,0.05378151260504202
CAR,2018,WRTE,21.906836,0.05788316021366489,0.06190011142047174,7.483455882352941,0.05378151260504202
CAR,2019,DEF,87.111377,-0.0912171037300321,-0.08186784968295344,6.89,0.08393632416787265
CAR,2019,OL,22.616326,-0.0912171037300321,-0.08186784968295344,6.89,0.08393632416787265
CAR,2019,QB,24.395545,-0.0912171037300321,-0.08186784968295344,6.89,0.08393632416787265
CAR,2019,RB,6.283177,-0.0912171037300321,-0.08186784968295344,6.89,0.08393632416787265
CAR,2019,WRTE,18.2256,-0.0912171037300321,-0.08186784968295344,6.89,0.08393632416787265
CAR,2020,DEF,63.93981,0.02085474374493145,-0.020000263229970505,7.834914611005693,0.06143344709897611
CAR,2020,OL,35.976093,0.02085474374493145,-0.020000263229970505,7.834914611005693,0.06143344709897611
CAR,2020,QB,15.601427,0.02085474374493145,-0.020000263229970505,7.834914611005693,0.06143344709897611
CAR,2020,RB,12.031841,0.02085474374493145,-0.020000263229970505,7.834914611005693,0.06143344709897611
CAR,2020,WRTE,19.694285,0.02085474374493145,-0.020000263229970505,7.834914611005693,0.06143344709897611
CAR,2021,DEF,64.342424,-0.20308423804136347,-0.04080660579354389,6.213913043478261,0.07987711213517665
CAR,2021,OL,21.170301,-0.20308423804136347,-0.04080660579354389,6.213913043478261,0.07987711213517665
CAR,2021,QB,11.654685,-0.20308423804136347,-0.04080660579354389,6.213913043478261,0.07987711213517665
CAR,2021,RB,8.710326,-0.20308423804136347,-0.04080660579354389,6.213913043478261,0.07987711213517665
CAR,2021,WRTE,20.710627,-0.20308423804136347,-0.04080660579354389,6.213913043478261,0.07987711213517665
CAR,2022,DEF,67.73622,-0.08478438718734717,0.01632593635974242,7.601873536299766,0.07302231237322515
CAR,2022,OL,33.291588,-0.08478438718734717,0.01632593635974242,7.601873536299766,0.07302231237322515
CAR,2022,QB,20.461726,-0.08478438718734717,0.01632593635974242,7.601873536299766,0.07302231237322515
CAR,2022,RB,3.82996,-0.08478438718734717,0.01632593635974242,7.601873536299766,0.07302231237322515
CAR,2022,WRTE,18.135989,-0.08478438718734717,0.01632593635974242,7.601873536299766,0.07302231237322515
CAR,2023,DEF,97.703587,-0.24065468615241545,-0.07470317890678677,6.0767790262172285,0.09984639016897082
CAR,2023,OL,33.025638,-0.24065468615241545,-0.07470317890678677,6.0767790262172285,0.09984639016897082
CAR,2023,QB,9.032922,-0.24065468615241545,-0.07470317890678677,6.0767790262172285,0.09984639016897082
CAR,2023,RB,4.833093,-0.24065468615241545,-0.07470317890678677,6.0767790262172285,0.09984639016897082
